Date,Region,Country,Supplier Name,Inventory,Lead Time (days),Transport Status,News Sentiment,Weather Condition,Risk Factor
2024-11-17,Africa,South Africa,Hill-Smith,41872,4,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Sunny and favorable for farming,Low
2024-06-27,Asia,China,Wallace Inc,31545,29,In Transit,Pest infestation reduces tomato output in key regions.,Unexpected frost damaging crops,High
2024-11-03,South America,Canada,Hardy-Ray,59651,7,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Strong winds causing crop damage,High
2024-02-24,North America,South Africa,Dyer Inc,9316,29,In Transit,Drought conditions lead to reduced tomato supply.,Mild rainfall aiding crop growth,High
2025-01-06,Europe,India,Rice Inc,41342,29,Delayed,Export restrictions lead to surplus in local markets.,High humidity increasing pest risks,High
2024-05-01,Europe,Canada,Harrison Group,93867,10,Delayed,Pest infestation reduces tomato output in key regions.,Heavy rainfall causing waterlogging,High
2024-11-29,Oceania,USA,Martin-Solis,25624,3,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Unexpected frost damaging crops,Low
2024-12-17,Europe,Germany,"Smith, Olson and Stuart",55395,1,Delayed,Labor shortages affect harvesting in rural areas.,Unexpected frost damaging crops,High
2024-05-28,Europe,South Africa,Moore LLC,64200,21,Delayed,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,High
2025-01-07,Oceania,South Africa,Flynn Ltd,30086,14,In Transit,Pest infestation reduces tomato output in key regions.,Sunny and favorable for farming,Medium
2024-02-01,North America,South Africa,Dominguez Inc,6210,24,In Transit,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,High
2024-07-27,Europe,Australia,Miller Inc,79832,5,In Transit,Government announces subsidies for tomato farmers.,High humidity increasing pest risks,Low
2025-01-04,Europe,Brazil,Wolfe-Nichols,73351,22,In Transit,Heavy rainfall damages crops in major producing areas.,Unexpected frost damaging crops,High
2024-07-01,Europe,India,"Stevens, Brown and Barker",27475,23,Delayed,Delays in transportation cause supply chain disruptions.,Sunny and favorable for farming,High
2024-05-26,Europe,China,Bennett-Schmitt,43373,29,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Mild rainfall aiding crop growth,High
2024-12-28,South America,Australia,Henson-Wade,64235,11,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Drought leading to crop failure,Medium
2024-11-08,Africa,India,Olson and Sons,83232,19,Delayed,Export restrictions lead to surplus in local markets.,High humidity increasing pest risks,High
2024-12-29,South America,Canada,Alvarez and Sons,98505,10,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,High humidity increasing pest risks,Low
2024-12-22,Oceania,South Africa,Smith Group,70155,28,Delayed,Government announces subsidies for tomato farmers.,Drought leading to crop failure,High
2024-12-19,Europe,China,Vaughan Inc,85722,21,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Mild rainfall aiding crop growth,High
2024-02-21,Africa,South Africa,Hall-Garcia,27590,19,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Heavy rainfall causing waterlogging,Medium
2024-11-30,South America,India,Washington Group,30733,9,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Sunny and favorable for farming,Low
2024-11-27,Africa,Australia,Elliott-Smith,37123,24,Delayed,Pest infestation reduces tomato output in key regions.,Sunny and favorable for farming,High
2024-05-13,South America,Australia,May-Pierce,6325,24,In Transit,Government announces subsidies for tomato farmers.,Strong winds causing crop damage,High
2025-01-14,North America,Brazil,"Ford, Collins and Schmidt",10238,8,In Transit,Pest infestation reduces tomato output in key regions.,Heavy rainfall causing waterlogging,Medium
2024-02-29,Oceania,China,Harris and Sons,97612,20,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,Medium
2024-12-22,Asia,Germany,Brown and Sons,55184,29,In Transit,Labor shortages affect harvesting in rural areas.,Sunny and favorable for farming,High
2024-11-26,Africa,India,Mcdonald-Richard,84436,2,Delayed,Tomato prices soar due to unexpected frost in the region.,Strong winds causing crop damage,High
2024-12-02,Asia,Germany,Hughes Ltd,50828,12,Delayed,Farmers report higher yields thanks to favorable weather.,Sunny and favorable for farming,High
2024-10-04,North America,Germany,"Vega, Cisneros and Turner",8893,12,Delayed,Improved infrastructure reduces transportation delays.,Drought leading to crop failure,High
2024-11-10,North America,South Africa,Butler-Fisher,82761,12,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Unexpected frost damaging crops,Medium
2024-11-15,Europe,Canada,Guzman Group,41821,13,In Transit,Government announces subsidies for tomato farmers.,Unexpected frost damaging crops,Medium
2024-01-21,Asia,India,"Small, Gomez and Brooks",71101,17,In Transit,Farmers report higher yields thanks to favorable weather.,High humidity increasing pest risks,Medium
2024-11-28,Oceania,India,Valencia PLC,47994,12,Delayed,Pest infestation reduces tomato output in key regions.,Unexpected frost damaging crops,High
2025-01-07,South America,Germany,"Garcia, Smith and Duarte",41832,14,Delayed,Government announces subsidies for tomato farmers.,Heavy rainfall causing waterlogging,High
2024-09-20,Oceania,Canada,"Harris, Gillespie and Weaver",97924,11,In Transit,Heavy rainfall damages crops in major producing areas.,Strong winds causing crop damage,High
2024-07-03,Africa,Germany,Cohen PLC,51988,18,Delayed,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,High
2024-08-22,North America,Australia,Black-Ayers,63758,10,In Transit,Pest infestation reduces tomato output in key regions.,High humidity increasing pest risks,Medium
2024-06-28,South America,Germany,Ross PLC,3234,6,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Mild rainfall aiding crop growth,Medium
2025-01-04,Asia,Brazil,"Horn, Irwin and Dyer",76049,15,In Transit,Export restrictions lead to surplus in local markets.,High humidity increasing pest risks,Medium
2024-11-09,Oceania,USA,Steele and Sons,60833,26,Delayed,Heavy rainfall damages crops in major producing areas.,Strong winds causing crop damage,High
2024-08-06,Africa,Germany,"Townsend, Becker and Davis",58708,24,Delayed,Pest infestation reduces tomato output in key regions.,Heavy rainfall causing waterlogging,High
2025-01-09,South America,China,"Hall, Robinson and Burns",46091,23,Delayed,Government announces subsidies for tomato farmers.,Drought leading to crop failure,High
2024-03-10,Asia,Canada,May-Carson,16763,11,Delayed,Improved infrastructure reduces transportation delays.,Drought leading to crop failure,High
2024-10-24,Europe,Canada,Sanchez-Phillips,99984,14,In Transit,Export restrictions lead to surplus in local markets.,Unexpected frost damaging crops,Medium
2024-06-14,South America,India,Graves-Carter,87470,25,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Sunny and favorable for farming,High
2024-08-09,Europe,India,Pugh-Green,60859,1,Delayed,Farmers report higher yields thanks to favorable weather.,Drought leading to crop failure,High
2024-06-10,North America,South Africa,"Wu, Mckinney and Schultz",7184,11,Delayed,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,High
2024-05-07,Oceania,USA,Smith Inc,60843,17,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Strong winds causing crop damage,High
2024-06-02,South America,Australia,Daniel-Bennett,95712,3,Delayed,Farmers report higher yields thanks to favorable weather.,Drought leading to crop failure,High
2024-05-14,Africa,South Africa,Nelson-Wilson,39177,8,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,Mild rainfall aiding crop growth,High
2024-07-02,Europe,South Africa,Hoover-Mckenzie,17998,16,Delayed,Delays in transportation cause supply chain disruptions.,Strong winds causing crop damage,High
2024-10-28,Oceania,South Africa,Rivera-Wright,58746,10,Delayed,Heavy rainfall damages crops in major producing areas.,Strong winds causing crop damage,High
2024-09-29,Oceania,USA,Anderson PLC,7993,29,Delayed,Heavy rainfall damages crops in major producing areas.,Heavy rainfall causing waterlogging,High
2024-08-28,South America,Australia,"Jimenez, Jacobs and Johnson",14189,27,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Sunny and favorable for farming,High
2025-01-04,North America,India,"Bridges, Perkins and Gould",58231,21,Delayed,Delays in transportation cause supply chain disruptions.,Strong winds causing crop damage,High
2024-07-25,Asia,Australia,Berry-Kelley,37853,9,Delayed,Farmers report higher yields thanks to favorable weather.,Unexpected frost damaging crops,High
2024-03-02,North America,South Africa,"Blake, Perez and Graves",55386,5,Delayed,Heavy rainfall damages crops in major producing areas.,Drought leading to crop failure,High
2024-04-03,Oceania,Germany,Reeves Ltd,76100,22,Delayed,Government announces subsidies for tomato farmers.,Strong winds causing crop damage,High
2024-05-25,Europe,Canada,"Roman, Smith and Holloway",65647,27,In Transit,Labor shortages affect harvesting in rural areas.,High humidity increasing pest risks,High
2024-07-15,North America,China,"Austin, Allen and Wilson",40948,18,Delayed,Delays in transportation cause supply chain disruptions.,Drought leading to crop failure,High
2024-03-30,Africa,Australia,"Salazar, Hampton and Gomez",89253,24,In Transit,Tomato prices soar due to unexpected frost in the region.,Heavy rainfall causing waterlogging,High
2024-02-06,Oceania,South Africa,"Shaffer, Horton and Sweeney",31947,15,In Transit,Delays in transportation cause supply chain disruptions.,High humidity increasing pest risks,High
2024-03-17,Europe,Canada,Sandoval-Taylor,40621,16,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,Mild rainfall aiding crop growth,High
2024-07-02,Africa,Brazil,Roberts-Blair,97076,29,Delayed,Improved infrastructure reduces transportation delays.,Drought leading to crop failure,High
2024-10-15,North America,Germany,"Cobb, Ruiz and Shelton",99876,21,Awaiting Dispatch,Government announces subsidies for tomato farmers.,High humidity increasing pest risks,High
2024-04-06,Asia,Germany,"Smith, Mcmahon and Salazar",17522,27,In Transit,Labor shortages affect harvesting in rural areas.,Drought leading to crop failure,High
2024-02-24,Europe,South Africa,Nguyen-Freeman,68814,10,In Transit,Drought conditions lead to reduced tomato supply.,Strong winds causing crop damage,High
2024-03-21,South America,USA,"Rosario, Sheppard and Smith",6636,26,In Transit,Export restrictions lead to surplus in local markets.,Sunny and favorable for farming,High
2024-10-18,Oceania,Canada,"Moses, Bryant and Ferrell",93995,2,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,Unexpected frost damaging crops,High
2024-09-11,Africa,Canada,Price Ltd,73151,19,In Transit,Delays in transportation cause supply chain disruptions.,Unexpected frost damaging crops,High
2024-04-27,North America,Germany,Johns Group,15689,1,Delayed,Government announces subsidies for tomato farmers.,Mild rainfall aiding crop growth,High
2024-10-04,Oceania,Germany,"Schneider, Perez and Snyder",29062,13,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,Heavy rainfall causing waterlogging,High
2024-07-20,South America,USA,"Davis, Torres and Bradley",6362,29,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,High humidity increasing pest risks,High
2024-10-06,Europe,China,Howe Inc,32516,15,Delayed,Improved infrastructure reduces transportation delays.,Heavy rainfall causing waterlogging,High
2024-11-11,Asia,Brazil,"Nguyen, Weaver and Carter",94867,30,Awaiting Dispatch,Pest infestation reduces tomato output in key regions.,Sunny and favorable for farming,High
2025-01-03,Oceania,Brazil,Armstrong-Adams,94011,26,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Unexpected frost damaging crops,High
2024-04-19,Asia,China,Thomas-Moore,22640,6,In Transit,Farmers report higher yields thanks to favorable weather.,Heavy rainfall causing waterlogging,Low
2024-05-14,Oceania,Brazil,Bowman-Hughes,34538,26,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,High humidity increasing pest risks,High
2024-03-04,North America,Canada,Oconnell Inc,23333,21,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Heavy rainfall causing waterlogging,High
2024-08-16,Europe,Australia,"Murray, Simmons and Robinson",94977,8,Delayed,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,High
2024-09-11,South America,Australia,Allison Inc,57535,16,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Mild rainfall aiding crop growth,Medium
2024-12-30,North America,Canada,"Thompson, Galloway and Cross",33171,26,Delayed,Pest infestation reduces tomato output in key regions.,Drought leading to crop failure,High
2024-10-29,Europe,Germany,Woodward-Peters,41014,19,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,High humidity increasing pest risks,Medium
2024-08-28,Asia,China,Adams PLC,3548,14,Delayed,Delays in transportation cause supply chain disruptions.,High humidity increasing pest risks,High
2024-06-04,Africa,Canada,Herman Ltd,53981,5,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Sunny and favorable for farming,Low
